customer_key,product_code,activity_date,brand,therapy,interaction_count
IQ_1b3d6b1cddbd15,IQ_48c377d7d5a68d,2026-07-26,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_1b3d6b1cddbd15,IQ_48c377d7d5a68d,2026-07-29,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_1b3d6b1cddbd15,IQ_48c377d7d5a68d,2026-09-12,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_1b727779854ab3,IQ_cba8d4f6c70cb8,2026-07-24,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_1b727779854ab3,IQ_cba8d4f6c70cb8,2026-09-03,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_1b727779854ab3,IQ_cba8d4f6c70cb8,2026-09-05,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_212e5067a55b64,IQ_48c377d7d5a68d,2026-07-23,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_212e5067a55b64,IQ_48c377d7d5a68d,2026-08-16,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_212e5067a55b64,IQ_48c377d7d5a68d,2026-08-31,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-07-25,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-07-30,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_21d1ec50b3e069,IQ_cba8d4f6c70cb8,2026-09-10,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_229d78a6df9a94,IQ_3724bf97128d1c,2026-07-18,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_229d78a6df9a94,IQ_3724bf97128d1c,2026-07-24,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_229d78a6df9a94,IQ_3724bf97128d1c,2026-09-09,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-07-26,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_2472ae6f311b48,IQ_3724bf97128d1c,2026-08-03,SYNTH_BRAND_4,SYNTH_THERAPY_B,2
IQ_25c94f4d88e49a,IQ_48c377d7d5a68d,2026-07-04,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_25c94f4d88e49a,IQ_48c377d7d5a68d,2026-08-04,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-07-11,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-07-24,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_25dc7ff2807b62,IQ_3724bf97128d1c,2026-09-10,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_2674a44d322f11,IQ_d19e228b25b7ab,2026-07-29,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_2674a44d322f11,IQ_d19e228b25b7ab,2026-08-08,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_2674a44d322f11,IQ_d19e228b25b7ab,2026-09-10,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_27d47adc2955b8,IQ_48c377d7d5a68d,2026-07-24,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_27d47adc2955b8,IQ_d19e228b25b7ab,2026-07-05,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_27d47adc2955b8,IQ_d19e228b25b7ab,2026-07-24,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_27d47adc2955b8,IQ_d19e228b25b7ab,2026-08-22,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_2addb9b1683255,IQ_d19e228b25b7ab,2026-07-05,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_2addb9b1683255,IQ_d19e228b25b7ab,2026-07-25,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_2addb9b1683255,IQ_d19e228b25b7ab,2026-08-17,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_2e15f14171efd2,IQ_48c377d7d5a68d,2026-07-06,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_2e15f14171efd2,IQ_48c377d7d5a68d,2026-07-24,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_2e15f14171efd2,IQ_48c377d7d5a68d,2026-08-22,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-08-21,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-09-10,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_2ed3fcb44618c9,IQ_cba8d4f6c70cb8,2026-09-12,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_2ed3fcb44618c9,IQ_d19e228b25b7ab,2026-09-10,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_2f9f098695e506,IQ_d19e228b25b7ab,2026-07-11,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_2f9f098695e506,IQ_d19e228b25b7ab,2026-07-14,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_2f9f098695e506,IQ_d19e228b25b7ab,2026-07-22,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_33101f0c5b3c7f,IQ_cba8d4f6c70cb8,2026-07-11,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_33101f0c5b3c7f,IQ_cba8d4f6c70cb8,2026-08-01,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_33101f0c5b3c7f,IQ_cba8d4f6c70cb8,2026-09-08,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_33b40f57a97926,IQ_cba8d4f6c70cb8,2026-07-15,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_33b40f57a97926,IQ_cba8d4f6c70cb8,2026-07-23,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_39d652b58996e7,IQ_48c377d7d5a68d,2026-07-17,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_39d652b58996e7,IQ_48c377d7d5a68d,2026-08-17,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_39d652b58996e7,IQ_48c377d7d5a68d,2026-08-21,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_3dfe85e7cae767,IQ_d19e228b25b7ab,2026-07-10,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_3dfe85e7cae767,IQ_d19e228b25b7ab,2026-08-18,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_3dfe85e7cae767,IQ_d19e228b25b7ab,2026-09-09,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-07-06,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-08-14,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_413c07c026c858,IQ_cba8d4f6c70cb8,2026-08-26,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_413c07c026c858,IQ_d19e228b25b7ab,2026-08-14,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_48d6b84c70a4f2,IQ_cba8d4f6c70cb8,2026-07-09,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_48d6b84c70a4f2,IQ_cba8d4f6c70cb8,2026-07-10,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_48d6b84c70a4f2,IQ_cba8d4f6c70cb8,2026-09-12,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-07-17,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-08-15,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_51aeb27d07be6b,IQ_48c377d7d5a68d,2026-09-08,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_52fa506fffb2b4,IQ_cba8d4f6c70cb8,2026-08-19,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_52fa506fffb2b4,IQ_cba8d4f6c70cb8,2026-08-27,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_52fa506fffb2b4,IQ_cba8d4f6c70cb8,2026-09-07,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_54eb2f31fd81c4,IQ_3724bf97128d1c,2026-07-12,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_54eb2f31fd81c4,IQ_3724bf97128d1c,2026-08-18,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_54eb2f31fd81c4,IQ_3724bf97128d1c,2026-08-23,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_587a5d52e1a4df,IQ_cba8d4f6c70cb8,2026-07-22,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_587a5d52e1a4df,IQ_cba8d4f6c70cb8,2026-08-20,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_587a5d52e1a4df,IQ_cba8d4f6c70cb8,2026-08-26,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_59b5871585180e,IQ_cba8d4f6c70cb8,2026-07-30,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_59b5871585180e,IQ_cba8d4f6c70cb8,2026-08-14,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_59b5871585180e,IQ_cba8d4f6c70cb8,2026-09-07,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_59b5871585180e,IQ_d19e228b25b7ab,2026-08-14,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_62144644af5434,IQ_d19e228b25b7ab,2026-07-02,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_62144644af5434,IQ_d19e228b25b7ab,2026-07-24,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_62144644af5434,IQ_d19e228b25b7ab,2026-08-24,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_6648ea2780803e,IQ_48c377d7d5a68d,2026-07-18,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_6648ea2780803e,IQ_48c377d7d5a68d,2026-07-30,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_6648ea2780803e,IQ_48c377d7d5a68d,2026-08-30,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_684faa338cd172,IQ_d19e228b25b7ab,2026-07-04,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_684faa338cd172,IQ_d19e228b25b7ab,2026-07-07,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_684faa338cd172,IQ_d19e228b25b7ab,2026-09-07,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_6f1507ed9f081a,IQ_d19e228b25b7ab,2026-07-02,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_6f1507ed9f081a,IQ_d19e228b25b7ab,2026-07-27,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_6f1507ed9f081a,IQ_d19e228b25b7ab,2026-08-09,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_70849c1fe756b7,IQ_48c377d7d5a68d,2026-07-25,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_70849c1fe756b7,IQ_d19e228b25b7ab,2026-07-11,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_70849c1fe756b7,IQ_d19e228b25b7ab,2026-07-25,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_70849c1fe756b7,IQ_d19e228b25b7ab,2026-09-05,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_715da7641aed2d,IQ_48c377d7d5a68d,2026-07-26,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_715da7641aed2d,IQ_48c377d7d5a68d,2026-09-02,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_715da7641aed2d,IQ_48c377d7d5a68d,2026-09-07,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_7201837835a5f2,IQ_48c377d7d5a68d,2026-07-04,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_7201837835a5f2,IQ_48c377d7d5a68d,2026-08-10,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_7201837835a5f2,IQ_48c377d7d5a68d,2026-08-28,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_72437542771259,IQ_d19e228b25b7ab,2026-07-11,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_72437542771259,IQ_d19e228b25b7ab,2026-08-01,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_72437542771259,IQ_d19e228b25b7ab,2026-08-16,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-07-05,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-08-21,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_73f40fd1707597,IQ_d19e228b25b7ab,2026-08-29,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-08-03,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-08-13,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_7aeaa83a0a1c56,IQ_cba8d4f6c70cb8,2026-08-30,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_7b0a140e80e73a,IQ_48c377d7d5a68d,2026-07-07,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_7b0a140e80e73a,IQ_48c377d7d5a68d,2026-07-23,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_7b0a140e80e73a,IQ_48c377d7d5a68d,2026-09-13,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-07-06,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-08-08,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_7cd8b403393f76,IQ_d19e228b25b7ab,2026-08-26,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_7e009d7f4fe2aa,IQ_48c377d7d5a68d,2026-07-12,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_7e009d7f4fe2aa,IQ_48c377d7d5a68d,2026-08-05,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_7e009d7f4fe2aa,IQ_48c377d7d5a68d,2026-09-09,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_84cf83fad0fc3b,IQ_cba8d4f6c70cb8,2026-07-01,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_84cf83fad0fc3b,IQ_cba8d4f6c70cb8,2026-07-09,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_84cf83fad0fc3b,IQ_cba8d4f6c70cb8,2026-08-15,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_84cf83fad0fc3b,IQ_d19e228b25b7ab,2026-07-01,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_8574a122b9ffcf,IQ_cba8d4f6c70cb8,2026-07-13,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_8574a122b9ffcf,IQ_cba8d4f6c70cb8,2026-07-19,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_8574a122b9ffcf,IQ_cba8d4f6c70cb8,2026-08-01,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_87b762d0f01c95,IQ_48c377d7d5a68d,2026-07-06,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_87b762d0f01c95,IQ_48c377d7d5a68d,2026-07-20,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_87b762d0f01c95,IQ_48c377d7d5a68d,2026-07-27,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_892ff68c2aaeda,IQ_cba8d4f6c70cb8,2026-07-01,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_892ff68c2aaeda,IQ_cba8d4f6c70cb8,2026-08-19,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_892ff68c2aaeda,IQ_cba8d4f6c70cb8,2026-08-30,SYNTH_BRAND_1_REVISED,SYNTH_THERAPY_A,1
IQ_8d5a147a182e01,IQ_d19e228b25b7ab,2026-07-11,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_8d5a147a182e01,IQ_d19e228b25b7ab,2026-08-04,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_8d5a147a182e01,IQ_d19e228b25b7ab,2026-09-12,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_90184cbb052110,IQ_3724bf97128d1c,2026-07-06,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_90184cbb052110,IQ_3724bf97128d1c,2026-08-12,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_90184cbb052110,IQ_3724bf97128d1c,2026-08-19,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_92918c3b2f4fdb,IQ_3724bf97128d1c,2026-07-16,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-07-16,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_92918c3b2f4fdb,IQ_48c377d7d5a68d,2026-09-02,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-07-20,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-08-11,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_93d35e630ae6a9,IQ_3724bf97128d1c,2026-08-29,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_9618214b0f52fe,IQ_48c377d7d5a68d,2026-08-07,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9618214b0f52fe,IQ_48c377d7d5a68d,2026-09-07,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9618214b0f52fe,IQ_48c377d7d5a68d,2026-09-09,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9645247222684b,IQ_3724bf97128d1c,2026-08-18,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_9645247222684b,IQ_48c377d7d5a68d,2026-08-18,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9645247222684b,IQ_48c377d7d5a68d,2026-08-31,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9645247222684b,IQ_48c377d7d5a68d,2026-09-02,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9793f962088daa,IQ_d19e228b25b7ab,2026-07-13,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_9793f962088daa,IQ_d19e228b25b7ab,2026-07-26,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_9793f962088daa,IQ_d19e228b25b7ab,2026-09-04,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_98b3077966380e,IQ_48c377d7d5a68d,2026-07-11,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_98b3077966380e,IQ_48c377d7d5a68d,2026-07-18,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_98b3077966380e,IQ_48c377d7d5a68d,2026-08-28,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9b17ca25ee17c9,IQ_48c377d7d5a68d,2026-07-02,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9b17ca25ee17c9,IQ_d19e228b25b7ab,2026-07-02,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_9b17ca25ee17c9,IQ_d19e228b25b7ab,2026-07-16,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_9b17ca25ee17c9,IQ_d19e228b25b7ab,2026-09-08,SYNTH_BRAND_2,SYNTH_THERAPY_A,1
IQ_9c874b2d595221,IQ_3724bf97128d1c,2026-07-29,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_9c874b2d595221,IQ_48c377d7d5a68d,2026-07-07,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9c874b2d595221,IQ_48c377d7d5a68d,2026-07-13,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_9c874b2d595221,IQ_48c377d7d5a68d,2026-07-29,SYNTH_BRAND_3,SYNTH_THERAPY_B,1
IQ_a48ac6570531bf,IQ_3724bf97128d1c,2026-07-13,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
IQ_a48ac6570531bf,IQ_3724bf97128d1c,2026-09-07,SYNTH_BRAND_4,SYNTH_THERAPY_B,1
